------------------------------------------------------------
 Model:        tpxo9.v1
 Constituents included: m2  s2  n2  k2  k1  o1  p1  q1  mm  mf  m4  mn4 ms4 2n2 
 s1  
 
     Lat       Lon        mm.dd.yyyy hh:mm:ss     z(m)   Depth(m)
    36.1889  -75.9000     10.12.1994 19:17:30     0.535    10.076
    36.1889  -75.9000     10.12.1994 19:17:40     0.534    10.076
    36.1889  -75.9000     10.12.1994 19:17:50     0.534    10.076
    36.1889  -75.9000     10.12.1994 19:18:00     0.534    10.076
    36.1889  -75.9000     10.12.1994 19:18:10     0.534    10.076
    36.1889  -75.9000     10.12.1994 19:18:20     0.533    10.076
    36.1889  -75.9000     10.12.1994 19:18:30     0.533    10.076
    36.1889  -75.9000     10.12.1994 19:18:40     0.533    10.076
    36.1889  -75.9000     10.12.1994 19:18:50     0.533    10.076
    36.1889  -75.9000     10.12.1994 19:19:00     0.532    10.076
    36.1889  -75.9000     10.12.1994 19:19:10     0.532    10.076
    36.1889  -75.9000     10.12.1994 19:19:20     0.532    10.076
    36.1889  -75.9000     10.12.1994 19:19:30     0.532    10.076
    36.1889  -75.9000     10.12.1994 19:19:40     0.531    10.076
    36.1889  -75.9000     10.12.1994 19:19:50     0.531    10.076
    36.1889  -75.9000     10.12.1994 19:20:00     0.531    10.076
    36.1889  -75.9000     10.12.1994 19:20:10     0.530    10.076
    36.1889  -75.9000     10.12.1994 19:20:20     0.530    10.076
    36.1889  -75.9000     10.12.1994 19:20:30     0.530    10.076
    36.1889  -75.9000     10.12.1994 19:20:40     0.530    10.076
    36.1889  -75.9000     10.12.1994 19:20:50     0.529    10.076
    36.1889  -75.9000     10.12.1994 19:21:00     0.529    10.076
    36.1889  -75.9000     10.12.1994 19:21:10     0.529    10.076
    36.1889  -75.9000     10.12.1994 19:21:20     0.529    10.076
    36.1889  -75.9000     10.12.1994 19:21:30     0.528    10.076
    36.1889  -75.9000     10.12.1994 19:21:40     0.528    10.076
    36.1889  -75.9000     10.12.1994 19:21:50     0.528    10.076
    36.1889  -75.9000     10.12.1994 19:22:00     0.528    10.076
    36.1889  -75.9000     10.12.1994 19:22:10     0.527    10.076
    36.1889  -75.9000     10.12.1994 19:22:20     0.527    10.076
    36.1889  -75.9000     10.12.1994 19:22:30     0.527    10.076
    36.1889  -75.9000     10.12.1994 19:22:40     0.526    10.076
    36.1889  -75.9000     10.12.1994 19:22:50     0.526    10.076
    36.1889  -75.9000     10.12.1994 19:23:00     0.526    10.076
    36.1889  -75.9000     10.12.1994 19:23:10     0.526    10.076
    36.1889  -75.9000     10.12.1994 19:23:20     0.525    10.076
    36.1889  -75.9000     10.12.1994 19:23:30     0.525    10.076
    36.1889  -75.9000     10.12.1994 19:23:40     0.525    10.076
    36.1889  -75.9000     10.12.1994 19:23:50     0.525    10.076
    36.1889  -75.9000     10.12.1994 19:24:00     0.524    10.076
    36.1889  -75.9000     10.12.1994 19:24:10     0.524    10.076
    36.1889  -75.9000     10.12.1994 19:24:20     0.524    10.076
    36.1889  -75.9000     10.12.1994 19:24:30     0.523    10.076
    36.1889  -75.9000     10.12.1994 19:24:40     0.523    10.076
    36.1889  -75.9000     10.12.1994 19:24:50     0.523    10.076
    36.1889  -75.9000     10.12.1994 19:25:00     0.523    10.076
    36.1889  -75.9000     10.12.1994 19:25:10     0.522    10.076
    36.1889  -75.9000     10.12.1994 19:25:20     0.522    10.076
    36.1889  -75.9000     10.12.1994 19:25:30     0.522    10.076
    36.1889  -75.9000     10.12.1994 19:25:40     0.521    10.076
    36.1889  -75.9000     10.12.1994 19:25:50     0.521    10.076
    36.1889  -75.9000     10.12.1994 19:26:00     0.521    10.076
    36.1889  -75.9000     10.12.1994 19:26:10     0.521    10.076
    36.1889  -75.9000     10.12.1994 19:26:20     0.520    10.076
    36.1889  -75.9000     10.12.1994 19:26:30     0.520    10.076
    36.1889  -75.9000     10.12.1994 19:26:40     0.520    10.076
    36.1889  -75.9000     10.12.1994 19:26:50     0.519    10.076
    36.1889  -75.9000     10.12.1994 19:27:00     0.519    10.076
    36.1889  -75.9000     10.12.1994 19:27:10     0.519    10.076
    36.1889  -75.9000     10.12.1994 19:27:20     0.518    10.076
    36.1889  -75.9000     10.12.1994 19:27:30     0.518    10.076
    36.1889  -75.9000     10.12.1994 19:27:40     0.518    10.076
    36.1889  -75.9000     10.12.1994 19:27:50     0.518    10.076
    36.1889  -75.9000     10.12.1994 19:28:00     0.517    10.076
    36.1889  -75.9000     10.12.1994 19:28:10     0.517    10.076
    36.1889  -75.9000     10.12.1994 19:28:20     0.517    10.076
    36.1889  -75.9000     10.12.1994 19:28:30     0.516    10.076
    36.1889  -75.9000     10.12.1994 19:28:40     0.516    10.076
    36.1889  -75.9000     10.12.1994 19:28:50     0.516    10.076
    36.1889  -75.9000     10.12.1994 19:29:00     0.515    10.076
    36.1889  -75.9000     10.12.1994 19:29:10     0.515    10.076
    36.1889  -75.9000     10.12.1994 19:29:20     0.515    10.076
    36.1889  -75.9000     10.12.1994 19:29:30     0.515    10.076
    36.1889  -75.9000     10.12.1994 19:29:40     0.514    10.076
    36.1889  -75.9000     10.12.1994 19:29:50     0.514    10.076
    36.1889  -75.9000     10.12.1994 19:30:00     0.514    10.076
    36.1889  -75.9000     10.12.1994 19:30:10     0.513    10.076
    36.1889  -75.9000     10.12.1994 19:30:20     0.513    10.076
    36.1889  -75.9000     10.12.1994 19:30:30     0.513    10.076
    36.1889  -75.9000     10.12.1994 19:30:40     0.512    10.076
    36.1889  -75.9000     10.12.1994 19:30:50     0.512    10.076
    36.1889  -75.9000     10.12.1994 19:31:00     0.512    10.076
    36.1889  -75.9000     10.12.1994 19:31:10     0.511    10.076
    36.1889  -75.9000     10.12.1994 19:31:20     0.511    10.076
    36.1889  -75.9000     10.12.1994 19:31:30     0.511    10.076
    36.1889  -75.9000     10.12.1994 19:31:40     0.510    10.076
    36.1889  -75.9000     10.12.1994 19:31:50     0.510    10.076
    36.1889  -75.9000     10.12.1994 19:32:00     0.510    10.076
    36.1889  -75.9000     10.12.1994 19:32:10     0.510    10.076
    36.1889  -75.9000     10.12.1994 19:32:20     0.509    10.076
    36.1889  -75.9000     10.12.1994 19:32:30     0.509    10.076
    36.1889  -75.9000     10.12.1994 19:32:40     0.509    10.076
    36.1889  -75.9000     10.12.1994 19:32:50     0.508    10.076
    36.1889  -75.9000     10.12.1994 19:33:00     0.508    10.076
    36.1889  -75.9000     10.12.1994 19:33:10     0.508    10.076
    36.1889  -75.9000     10.12.1994 19:33:20     0.507    10.076
    36.1889  -75.9000     10.12.1994 19:33:30     0.507    10.076
    36.1889  -75.9000     10.12.1994 19:33:40     0.507    10.076
    36.1889  -75.9000     10.12.1994 19:33:50     0.506    10.076
    36.1889  -75.9000     10.12.1994 19:34:00     0.506    10.076
    36.1889  -75.9000     10.12.1994 19:34:10     0.506    10.076
    36.1889  -75.9000     10.12.1994 19:34:20     0.505    10.076
    36.1889  -75.9000     10.12.1994 19:34:30     0.505    10.076
    36.1889  -75.9000     10.12.1994 19:34:40     0.505    10.076
    36.1889  -75.9000     10.12.1994 19:34:50     0.504    10.076
    36.1889  -75.9000     10.12.1994 19:35:00     0.504    10.076
    36.1889  -75.9000     10.12.1994 19:35:10     0.504    10.076
    36.1889  -75.9000     10.12.1994 19:35:20     0.503    10.076
    36.1889  -75.9000     10.12.1994 19:35:30     0.503    10.076
    36.1889  -75.9000     10.12.1994 19:35:40     0.503    10.076
    36.1889  -75.9000     10.12.1994 19:35:50     0.502    10.076
    36.1889  -75.9000     10.12.1994 19:36:00     0.502    10.076
    36.1889  -75.9000     10.12.1994 19:36:10     0.502    10.076
    36.1889  -75.9000     10.12.1994 19:36:20     0.501    10.076
    36.1889  -75.9000     10.12.1994 19:36:30     0.501    10.076
    36.1889  -75.9000     10.12.1994 19:36:40     0.501    10.076
    36.1889  -75.9000     10.12.1994 19:36:50     0.500    10.076
    36.1889  -75.9000     10.12.1994 19:37:00     0.500    10.076
    36.1889  -75.9000     10.12.1994 19:37:10     0.499    10.076
    36.1889  -75.9000     10.12.1994 19:37:20     0.499    10.076
    36.1889  -75.9000     10.12.1994 19:37:30     0.499    10.076
    36.1889  -75.9000     10.12.1994 19:37:40     0.498    10.076
    36.1889  -75.9000     10.12.1994 19:37:50     0.498    10.076
    36.1889  -75.9000     10.12.1994 19:38:00     0.498    10.076
    36.1889  -75.9000     10.12.1994 19:38:10     0.497    10.076
    36.1889  -75.9000     10.12.1994 19:38:20     0.497    10.076
    36.1889  -75.9000     10.12.1994 19:38:30     0.497    10.076
    36.1889  -75.9000     10.12.1994 19:38:40     0.496    10.076
    36.1889  -75.9000     10.12.1994 19:38:50     0.496    10.076
    36.1889  -75.9000     10.12.1994 19:39:00     0.496    10.076
    36.1889  -75.9000     10.12.1994 19:39:10     0.495    10.076
    36.1889  -75.9000     10.12.1994 19:39:20     0.495    10.076
    36.1889  -75.9000     10.12.1994 19:39:30     0.495    10.076
    36.1889  -75.9000     10.12.1994 19:39:40     0.494    10.076
    36.1889  -75.9000     10.12.1994 19:39:50     0.494    10.076
    36.1889  -75.9000     10.12.1994 19:40:00     0.493    10.076
    36.1889  -75.9000     10.12.1994 19:40:10     0.493    10.076
    36.1889  -75.9000     10.12.1994 19:40:20     0.493    10.076
    36.1889  -75.9000     10.12.1994 19:40:30     0.492    10.076
    36.1889  -75.9000     10.12.1994 19:40:40     0.492    10.076
    36.1889  -75.9000     10.12.1994 19:40:50     0.492    10.076
    36.1889  -75.9000     10.12.1994 19:41:00     0.491    10.076
    36.1889  -75.9000     10.12.1994 19:41:10     0.491    10.076
    36.1889  -75.9000     10.12.1994 19:41:20     0.491    10.076
    36.1889  -75.9000     10.12.1994 19:41:30     0.490    10.076
    36.1889  -75.9000     10.12.1994 19:41:40     0.490    10.076
    36.1889  -75.9000     10.12.1994 19:41:50     0.489    10.076
    36.1889  -75.9000     10.12.1994 19:42:00     0.489    10.076
    36.1889  -75.9000     10.12.1994 19:42:10     0.489    10.076
    36.1889  -75.9000     10.12.1994 19:42:20     0.488    10.076
    36.1889  -75.9000     10.12.1994 19:42:30     0.488    10.076
    36.1889  -75.9000     10.12.1994 19:42:40     0.488    10.076
    36.1889  -75.9000     10.12.1994 19:42:50     0.487    10.076
    36.1889  -75.9000     10.12.1994 19:43:00     0.487    10.076
    36.1889  -75.9000     10.12.1994 19:43:10     0.487    10.076
    36.1889  -75.9000     10.12.1994 19:43:20     0.486    10.076
    36.1889  -75.9000     10.12.1994 19:43:30     0.486    10.076
    36.1889  -75.9000     10.12.1994 19:43:40     0.485    10.076
    36.1889  -75.9000     10.12.1994 19:43:50     0.485    10.076
    36.1889  -75.9000     10.12.1994 19:44:00     0.485    10.076
    36.1889  -75.9000     10.12.1994 19:44:10     0.484    10.076
    36.1889  -75.9000     10.12.1994 19:44:20     0.484    10.076
    36.1889  -75.9000     10.12.1994 19:44:30     0.483    10.076
    36.1889  -75.9000     10.12.1994 19:44:40     0.483    10.076
    36.1889  -75.9000     10.12.1994 19:44:50     0.483    10.076
    36.1889  -75.9000     10.12.1994 19:45:00     0.482    10.076
    36.1889  -75.9000     10.12.1994 19:45:10     0.482    10.076
    36.1889  -75.9000     10.12.1994 19:45:20     0.482    10.076
    36.1889  -75.9000     10.12.1994 19:45:30     0.481    10.076
    36.1889  -75.9000     10.12.1994 19:45:40     0.481    10.076
    36.1889  -75.9000     10.12.1994 19:45:50     0.480    10.076
    36.1889  -75.9000     10.12.1994 19:46:00     0.480    10.076
    36.1889  -75.9000     10.12.1994 19:46:10     0.480    10.076
    36.1889  -75.9000     10.12.1994 19:46:20     0.479    10.076
    36.1889  -75.9000     10.12.1994 19:46:30     0.479    10.076
    36.1889  -75.9000     10.12.1994 19:46:40     0.478    10.076
    36.1889  -75.9000     10.12.1994 19:46:50     0.478    10.076
    36.1889  -75.9000     10.12.1994 19:47:00     0.478    10.076
    36.1889  -75.9000     10.12.1994 19:47:10     0.477    10.076
    36.1889  -75.9000     10.12.1994 19:47:20     0.477    10.076
    36.1889  -75.9000     10.12.1994 19:47:30     0.476    10.076
    36.1889  -75.9000     10.12.1994 19:47:40     0.476    10.076
    36.1889  -75.9000     10.12.1994 19:47:50     0.476    10.076
    36.1889  -75.9000     10.12.1994 19:48:00     0.475    10.076
    36.1889  -75.9000     10.12.1994 19:48:10     0.475    10.076
    36.1889  -75.9000     10.12.1994 19:48:20     0.475    10.076
    36.1889  -75.9000     10.12.1994 19:48:30     0.474    10.076
    36.1889  -75.9000     10.12.1994 19:48:40     0.474    10.076
    36.1889  -75.9000     10.12.1994 19:48:50     0.473    10.076
    36.1889  -75.9000     10.12.1994 19:49:00     0.473    10.076
    36.1889  -75.9000     10.12.1994 19:49:10     0.473    10.076
    36.1889  -75.9000     10.12.1994 19:49:20     0.472    10.076
    36.1889  -75.9000     10.12.1994 19:49:30     0.472    10.076
    36.1889  -75.9000     10.12.1994 19:49:40     0.471    10.076
    36.1889  -75.9000     10.12.1994 19:49:50     0.471    10.076
    36.1889  -75.9000     10.12.1994 19:50:00     0.470    10.076
    36.1889  -75.9000     10.12.1994 19:50:10     0.470    10.076
    36.1889  -75.9000     10.12.1994 19:50:20     0.470    10.076
    36.1889  -75.9000     10.12.1994 19:50:30     0.469    10.076
    36.1889  -75.9000     10.12.1994 19:50:40     0.469    10.076
    36.1889  -75.9000     10.12.1994 19:50:50     0.468    10.076
    36.1889  -75.9000     10.12.1994 19:51:00     0.468    10.076
    36.1889  -75.9000     10.12.1994 19:51:10     0.468    10.076
    36.1889  -75.9000     10.12.1994 19:51:20     0.467    10.076
    36.1889  -75.9000     10.12.1994 19:51:30     0.467    10.076
    36.1889  -75.9000     10.12.1994 19:51:40     0.466    10.076
    36.1889  -75.9000     10.12.1994 19:51:50     0.466    10.076
    36.1889  -75.9000     10.12.1994 19:52:00     0.466    10.076
    36.1889  -75.9000     10.12.1994 19:52:10     0.465    10.076
    36.1889  -75.9000     10.12.1994 19:52:20     0.465    10.076
    36.1889  -75.9000     10.12.1994 19:52:30     0.464    10.076
    36.1889  -75.9000     10.12.1994 19:52:40     0.464    10.076
    36.1889  -75.9000     10.12.1994 19:52:50     0.463    10.076
    36.1889  -75.9000     10.12.1994 19:53:00     0.463    10.076
    36.1889  -75.9000     10.12.1994 19:53:10     0.463    10.076
    36.1889  -75.9000     10.12.1994 19:53:20     0.462    10.076
    36.1889  -75.9000     10.12.1994 19:53:30     0.462    10.076
    36.1889  -75.9000     10.12.1994 19:53:40     0.461    10.076
    36.1889  -75.9000     10.12.1994 19:53:50     0.461    10.076
    36.1889  -75.9000     10.12.1994 19:54:00     0.461    10.076
    36.1889  -75.9000     10.12.1994 19:54:10     0.460    10.076
    36.1889  -75.9000     10.12.1994 19:54:20     0.460    10.076
    36.1889  -75.9000     10.12.1994 19:54:30     0.459    10.076
    36.1889  -75.9000     10.12.1994 19:54:40     0.459    10.076
    36.1889  -75.9000     10.12.1994 19:54:50     0.458    10.076
    36.1889  -75.9000     10.12.1994 19:55:00     0.458    10.076
    36.1889  -75.9000     10.12.1994 19:55:10     0.458    10.076
    36.1889  -75.9000     10.12.1994 19:55:20     0.457    10.076
    36.1889  -75.9000     10.12.1994 19:55:30     0.457    10.076
    36.1889  -75.9000     10.12.1994 19:55:40     0.456    10.076
    36.1889  -75.9000     10.12.1994 19:55:50     0.456    10.076
    36.1889  -75.9000     10.12.1994 19:56:00     0.455    10.076
    36.1889  -75.9000     10.12.1994 19:56:10     0.455    10.076
    36.1889  -75.9000     10.12.1994 19:56:20     0.455    10.076
    36.1889  -75.9000     10.12.1994 19:56:30     0.454    10.076
    36.1889  -75.9000     10.12.1994 19:56:40     0.454    10.076
    36.1889  -75.9000     10.12.1994 19:56:50     0.453    10.076
    36.1889  -75.9000     10.12.1994 19:57:00     0.453    10.076
    36.1889  -75.9000     10.12.1994 19:57:10     0.452    10.076
    36.1889  -75.9000     10.12.1994 19:57:20     0.452    10.076
    36.1889  -75.9000     10.12.1994 19:57:30     0.451    10.076
    36.1889  -75.9000     10.12.1994 19:57:40     0.451    10.076
    36.1889  -75.9000     10.12.1994 19:57:50     0.451    10.076
    36.1889  -75.9000     10.12.1994 19:58:00     0.450    10.076
    36.1889  -75.9000     10.12.1994 19:58:10     0.450    10.076
    36.1889  -75.9000     10.12.1994 19:58:20     0.449    10.076
    36.1889  -75.9000     10.12.1994 19:58:30     0.449    10.076
    36.1889  -75.9000     10.12.1994 19:58:40     0.448    10.076
    36.1889  -75.9000     10.12.1994 19:58:50     0.448    10.076
    36.1889  -75.9000     10.12.1994 19:59:00     0.447    10.076
    36.1889  -75.9000     10.12.1994 19:59:10     0.447    10.076
    36.1889  -75.9000     10.12.1994 19:59:20     0.447    10.076
    36.1889  -75.9000     10.12.1994 19:59:30     0.446    10.076
    36.1889  -75.9000     10.12.1994 19:59:40     0.446    10.076
    36.1889  -75.9000     10.12.1994 19:59:50     0.445    10.076
    36.1889  -75.9000     10.12.1994 20:00:00     0.445    10.076
    36.1889  -75.9000     10.12.1994 20:00:10     0.444    10.076
    36.1889  -75.9000     10.12.1994 20:00:20     0.444    10.076
    36.1889  -75.9000     10.12.1994 20:00:30     0.443    10.076
    36.1889  -75.9000     10.12.1994 20:00:40     0.443    10.076
    36.1889  -75.9000     10.12.1994 20:00:50     0.443    10.076
    36.1889  -75.9000     10.12.1994 20:01:00     0.442    10.076
    36.1889  -75.9000     10.12.1994 20:01:10     0.442    10.076
    36.1889  -75.9000     10.12.1994 20:01:20     0.441    10.076
    36.1889  -75.9000     10.12.1994 20:01:30     0.441    10.076
    36.1889  -75.9000     10.12.1994 20:01:40     0.440    10.076
    36.1889  -75.9000     10.12.1994 20:01:50     0.440    10.076
    36.1889  -75.9000     10.12.1994 20:02:00     0.439    10.076
    36.1889  -75.9000     10.12.1994 20:02:10     0.439    10.076
    36.1889  -75.9000     10.12.1994 20:02:20     0.438    10.076
    36.1889  -75.9000     10.12.1994 20:02:30     0.438    10.076
    36.1889  -75.9000     10.12.1994 20:02:40     0.438    10.076
    36.1889  -75.9000     10.12.1994 20:02:50     0.437    10.076
    36.1889  -75.9000     10.12.1994 20:03:00     0.437    10.076
    36.1889  -75.9000     10.12.1994 20:03:10     0.436    10.076
    36.1889  -75.9000     10.12.1994 20:03:20     0.436    10.076
    36.1889  -75.9000     10.12.1994 20:03:30     0.435    10.076
    36.1889  -75.9000     10.12.1994 20:03:40     0.435    10.076
    36.1889  -75.9000     10.12.1994 20:03:50     0.434    10.076
    36.1889  -75.9000     10.12.1994 20:04:00     0.434    10.076
    36.1889  -75.9000     10.12.1994 20:04:10     0.433    10.076
    36.1889  -75.9000     10.12.1994 20:04:20     0.433    10.076
    36.1889  -75.9000     10.12.1994 20:04:30     0.432    10.076
    36.1889  -75.9000     10.12.1994 20:04:40     0.432    10.076
    36.1889  -75.9000     10.12.1994 20:04:50     0.431    10.076
    36.1889  -75.9000     10.12.1994 20:05:00     0.431    10.076
    36.1889  -75.9000     10.12.1994 20:05:10     0.431    10.076
    36.1889  -75.9000     10.12.1994 20:05:20     0.430    10.076
    36.1889  -75.9000     10.12.1994 20:05:30     0.430    10.076
    36.1889  -75.9000     10.12.1994 20:05:40     0.429    10.076
    36.1889  -75.9000     10.12.1994 20:05:50     0.429    10.076
    36.1889  -75.9000     10.12.1994 20:06:00     0.428    10.076
    36.1889  -75.9000     10.12.1994 20:06:10     0.428    10.076
    36.1889  -75.9000     10.12.1994 20:06:20     0.427    10.076
    36.1889  -75.9000     10.12.1994 20:06:30     0.427    10.076
    36.1889  -75.9000     10.12.1994 20:06:40     0.426    10.076
    36.1889  -75.9000     10.12.1994 20:06:50     0.426    10.076
    36.1889  -75.9000     10.12.1994 20:07:00     0.425    10.076
    36.1889  -75.9000     10.12.1994 20:07:10     0.425    10.076
    36.1889  -75.9000     10.12.1994 20:07:20     0.424    10.076
    36.1889  -75.9000     10.12.1994 20:07:30     0.424    10.076
    36.1889  -75.9000     10.12.1994 20:07:40     0.423    10.076
    36.1889  -75.9000     10.12.1994 20:07:50     0.423    10.076
    36.1889  -75.9000     10.12.1994 20:08:00     0.422    10.076
    36.1889  -75.9000     10.12.1994 20:08:10     0.422    10.076
    36.1889  -75.9000     10.12.1994 20:08:20     0.421    10.076
    36.1889  -75.9000     10.12.1994 20:08:30     0.421    10.076
    36.1889  -75.9000     10.12.1994 20:08:40     0.420    10.076
    36.1889  -75.9000     10.12.1994 20:08:50     0.420    10.076
    36.1889  -75.9000     10.12.1994 20:09:00     0.420    10.076
    36.1889  -75.9000     10.12.1994 20:09:10     0.419    10.076
    36.1889  -75.9000     10.12.1994 20:09:20     0.419    10.076
    36.1889  -75.9000     10.12.1994 20:09:30     0.418    10.076
    36.1889  -75.9000     10.12.1994 20:09:40     0.418    10.076
    36.1889  -75.9000     10.12.1994 20:09:50     0.417    10.076
    36.1889  -75.9000     10.12.1994 20:10:00     0.417    10.076
    36.1889  -75.9000     10.12.1994 20:10:10     0.416    10.076
    36.1889  -75.9000     10.12.1994 20:10:20     0.416    10.076
    36.1889  -75.9000     10.12.1994 20:10:30     0.415    10.076
    36.1889  -75.9000     10.12.1994 20:10:40     0.415    10.076
    36.1889  -75.9000     10.12.1994 20:10:50     0.414    10.076
    36.1889  -75.9000     10.12.1994 20:11:00     0.414    10.076
    36.1889  -75.9000     10.12.1994 20:11:10     0.413    10.076
    36.1889  -75.9000     10.12.1994 20:11:20     0.413    10.076
    36.1889  -75.9000     10.12.1994 20:11:30     0.412    10.076
    36.1889  -75.9000     10.12.1994 20:11:40     0.412    10.076
    36.1889  -75.9000     10.12.1994 20:11:50     0.411    10.076
    36.1889  -75.9000     10.12.1994 20:12:00     0.411    10.076
    36.1889  -75.9000     10.12.1994 20:12:10     0.410    10.076
    36.1889  -75.9000     10.12.1994 20:12:20     0.410    10.076
    36.1889  -75.9000     10.12.1994 20:12:30     0.409    10.076
    36.1889  -75.9000     10.12.1994 20:12:40     0.409    10.076
    36.1889  -75.9000     10.12.1994 20:12:50     0.408    10.076
    36.1889  -75.9000     10.12.1994 20:13:00     0.408    10.076
    36.1889  -75.9000     10.12.1994 20:13:10     0.407    10.076
    36.1889  -75.9000     10.12.1994 20:13:20     0.407    10.076
    36.1889  -75.9000     10.12.1994 20:13:30     0.406    10.076
    36.1889  -75.9000     10.12.1994 20:13:40     0.406    10.076
    36.1889  -75.9000     10.12.1994 20:13:50     0.405    10.076
    36.1889  -75.9000     10.12.1994 20:14:00     0.405    10.076
    36.1889  -75.9000     10.12.1994 20:14:10     0.404    10.076
    36.1889  -75.9000     10.12.1994 20:14:20     0.404    10.076
    36.1889  -75.9000     10.12.1994 20:14:30     0.403    10.076
    36.1889  -75.9000     10.12.1994 20:14:40     0.403    10.076
    36.1889  -75.9000     10.12.1994 20:14:50     0.402    10.076
    36.1889  -75.9000     10.12.1994 20:15:00     0.402    10.076
    36.1889  -75.9000     10.12.1994 20:15:10     0.401    10.076
    36.1889  -75.9000     10.12.1994 20:15:20     0.401    10.076
    36.1889  -75.9000     10.12.1994 20:15:30     0.400    10.076
    36.1889  -75.9000     10.12.1994 20:15:40     0.400    10.076
    36.1889  -75.9000     10.12.1994 20:15:50     0.399    10.076
    36.1889  -75.9000     10.12.1994 20:16:00     0.399    10.076
    36.1889  -75.9000     10.12.1994 20:16:10     0.398    10.076
    36.1889  -75.9000     10.12.1994 20:16:20     0.398    10.076
    36.1889  -75.9000     10.12.1994 20:16:30     0.397    10.076
    36.1889  -75.9000     10.12.1994 20:16:40     0.396    10.076
    36.1889  -75.9000     10.12.1994 20:16:50     0.396    10.076
    36.1889  -75.9000     10.12.1994 20:17:00     0.395    10.076
    36.1889  -75.9000     10.12.1994 20:17:10     0.395    10.076
    36.1889  -75.9000     10.12.1994 20:17:20     0.394    10.076
    36.1889  -75.9000     10.12.1994 20:17:30     0.394    10.076
    36.1889  -75.9000     10.12.1994 20:17:40     0.393    10.076
    36.1889  -75.9000     10.12.1994 20:17:50     0.393    10.076
    36.1889  -75.9000     10.12.1994 20:18:00     0.392    10.076
    36.1889  -75.9000     10.12.1994 20:18:10     0.392    10.076
    36.1889  -75.9000     10.12.1994 20:18:20     0.391    10.076
    36.1889  -75.9000     10.12.1994 20:18:30     0.391    10.076
    36.1889  -75.9000     10.12.1994 20:18:40     0.390    10.076
    36.1889  -75.9000     10.12.1994 20:18:50     0.390    10.076
    36.1889  -75.9000     10.12.1994 20:19:00     0.389    10.076
    36.1889  -75.9000     10.12.1994 20:19:10     0.389    10.076
    36.1889  -75.9000     10.12.1994 20:19:20     0.388    10.076
    36.1889  -75.9000     10.12.1994 20:19:30     0.388    10.076
    36.1889  -75.9000     10.12.1994 20:19:40     0.387    10.076
    36.1889  -75.9000     10.12.1994 20:19:50     0.387    10.076
    36.1889  -75.9000     10.12.1994 20:20:00     0.386    10.076
    36.1889  -75.9000     10.12.1994 20:20:10     0.386    10.076
    36.1889  -75.9000     10.12.1994 20:20:20     0.385    10.076
    36.1889  -75.9000     10.12.1994 20:20:30     0.384    10.076
    36.1889  -75.9000     10.12.1994 20:20:40     0.384    10.076
    36.1889  -75.9000     10.12.1994 20:20:50     0.383    10.076
    36.1889  -75.9000     10.12.1994 20:21:00     0.383    10.076
    36.1889  -75.9000     10.12.1994 20:21:10     0.382    10.076
    36.1889  -75.9000     10.12.1994 20:21:20     0.382    10.076
    36.1889  -75.9000     10.12.1994 20:21:30     0.381    10.076
    36.1889  -75.9000     10.12.1994 20:21:40     0.381    10.076
    36.1889  -75.9000     10.12.1994 20:21:50     0.380    10.076
    36.1889  -75.9000     10.12.1994 20:22:00     0.380    10.076
    36.1889  -75.9000     10.12.1994 20:22:10     0.379    10.076
    36.1889  -75.9000     10.12.1994 20:22:20     0.379    10.076
    36.1889  -75.9000     10.12.1994 20:22:30     0.378    10.076
    36.1889  -75.9000     10.12.1994 20:22:40     0.378    10.076
    36.1889  -75.9000     10.12.1994 20:22:50     0.377    10.076
    36.1889  -75.9000     10.12.1994 20:23:00     0.376    10.076
    36.1889  -75.9000     10.12.1994 20:23:10     0.376    10.076
    36.1889  -75.9000     10.12.1994 20:23:20     0.375    10.076
    36.1889  -75.9000     10.12.1994 20:23:30     0.375    10.076
    36.1889  -75.9000     10.12.1994 20:23:40     0.374    10.076
    36.1889  -75.9000     10.12.1994 20:23:50     0.374    10.076
    36.1889  -75.9000     10.12.1994 20:24:00     0.373    10.076
    36.1889  -75.9000     10.12.1994 20:24:10     0.373    10.076
    36.1889  -75.9000     10.12.1994 20:24:20     0.372    10.076
    36.1889  -75.9000     10.12.1994 20:24:30     0.372    10.076
    36.1889  -75.9000     10.12.1994 20:24:40     0.371    10.076
    36.1889  -75.9000     10.12.1994 20:24:50     0.371    10.076
    36.1889  -75.9000     10.12.1994 20:25:00     0.370    10.076
    36.1889  -75.9000     10.12.1994 20:25:10     0.369    10.076
    36.1889  -75.9000     10.12.1994 20:25:20     0.369    10.076
    36.1889  -75.9000     10.12.1994 20:25:30     0.368    10.076
    36.1889  -75.9000     10.12.1994 20:25:40     0.368    10.076
    36.1889  -75.9000     10.12.1994 20:25:50     0.367    10.076
    36.1889  -75.9000     10.12.1994 20:26:00     0.367    10.076
    36.1889  -75.9000     10.12.1994 20:26:10     0.366    10.076
    36.1889  -75.9000     10.12.1994 20:26:20     0.366    10.076
    36.1889  -75.9000     10.12.1994 20:26:30     0.365    10.076
    36.1889  -75.9000     10.12.1994 20:26:40     0.364    10.076
    36.1889  -75.9000     10.12.1994 20:26:50     0.364    10.076
    36.1889  -75.9000     10.12.1994 20:27:00     0.363    10.076
    36.1889  -75.9000     10.12.1994 20:27:10     0.363    10.076
    36.1889  -75.9000     10.12.1994 20:27:20     0.362    10.076
